Category,IsCompeteHide,Manufacturer,ManufacturerID,Product,ProductID,Segment
Rural,N,Natura,8,Natura RS-15,811,Select
Rural,N,Natura,8,Natura RS-16,812,Select
Rural,N,Natura,8,Natura RS-17,813,Select
Rural,N,Natura,8,Natura RS-18,814,Select
Rural,N,Natura,8,Natura RS-19,815,Select
Rural,N,Natura,8,Natura RS-20,816,Select
Rural,N,Pirum,10,Pirum RP-01,1055,Productivity
Rural,N,Pirum,10,Pirum RP-02,1056,Productivity
Rural,N,Pirum,10,Pirum RP-03,1057,Productivity
Rural,N,Pirum,10,Pirum RP-04,1058,Productivity
Rural,N,Pirum,10,Pirum RP-05,1059,Productivity
Rural,N,Pirum,10,Pirum RP-06,1060,Productivity
Rural,N,Pirum,10,Pirum RP-07,1061,Productivity
Rural,N,Pirum,10,Pirum RP-08,1062,Productivity
Rural,N,Pirum,10,Pirum RP-09,1063,Productivity
Rural,N,Pirum,10,Pirum RP-10,1064,Productivity
Rural,N,Pirum,10,Pirum RP-11,1065,Productivity
Rural,N,Pirum,10,Pirum RP-12,1066,Productivity
Rural,N,Pirum,10,Pirum RP-13,1067,Productivity
Rural,N,Pirum,10,Pirum RP-14,1068,Productivity
Rural,N,Pirum,10,Pirum RP-15,1069,Productivity
Rural,N,Pirum,10,Pirum RP-16,1070,Productivity
Rural,N,Pirum,10,Pirum RP-17,1071,Productivity
Rural,N,Pirum,10,Pirum RP-18,1072,Productivity
Rural,N,Pirum,10,Pirum RP-19,1073,Productivity
Rural,N,Pirum,10,Pirum RP-20,1074,Productivity
Rural,N,Pirum,10,Pirum RP-21,1075,Productivity
Rural,N,Pirum,10,Pirum RP-22,1076,Productivity
Rural,N,Pirum,10,Pirum RP-23,1077,Productivity
Rural,N,Pirum,10,Pirum RP-24,1078,Productivity
Rural,N,Pirum,10,Pirum RP-25,1079,Productivity
Rural,N,Pirum,10,Pirum RP-26,1080,Productivity
Rural,N,Pirum,10,Pirum RP-27,1081,Productivity
Rural,N,Pirum,10,Pirum RP-28,1082,Productivity
Rural,N,Pirum,10,Pirum RP-29,1083,Productivity
Rural,N,Pirum,10,Pirum RP-30,1084,Productivity
Rural,N,Pirum,10,Pirum RP-31,1085,Productivity
Rural,N,Pirum,10,Pirum RP-32,1086,Productivity
Rural,N,Pirum,10,Pirum RP-33,1087,Productivity
Rural,N,Pirum,10,Pirum RP-34,1088,Productivity
Rural,N,Pirum,10,Pirum RP-35,1089,Productivity
Rural,N,Pirum,10,Pirum RP-36,1090,Productivity
Rural,N,Pirum,10,Pirum RP-37,1091,Productivity
Rural,N,Pirum,10,Pirum RP-38,1092,Productivity
Rural,N,Pirum,10,Pirum RP-39,1093,Productivity
Rural,N,Pirum,10,Pirum RP-40,1094,Productivity
Rural,N,Pirum,10,Pirum RP-41,1095,Productivity
Rural,N,Pirum,10,Pirum RP-42,1096,Productivity
Rural,N,Pirum,10,Pirum RP-43,1097,Productivity
Rural,N,Pirum,10,Pirum RP-44,1098,Productivity
Rural,N,Pirum,10,Pirum RP-45,1099,Productivity
Rural,N,Pirum,10,Pirum RP-46,1100,Productivity
Rural,N,Pirum,10,Pirum RP-47,1101,Productivity
Rural,N,Pirum,10,Pirum RP-48,1102,Productivity
Rural,N,Pirum,10,Pirum RP-49,1103,Productivity
Rural,N,Pirum,10,Pirum RP-50,1104,Productivity
Rural,N,Pirum,10,Pirum RP-51,1105,Productivity
Rural,N,Pirum,10,Pirum RP-52,1106,Productivity
Rural,N,Pirum,10,Pirum RP-53,1107,Productivity
Rural,N,Pirum,10,Pirum RP-54,1108,Productivity
Rural,N,Pirum,10,Pirum RP-55,1109,Productivity
Rural,N,Pirum,10,Pirum RP-56,1110,Productivity
Rural,N,Pirum,10,Pirum RP-57,1111,Productivity
Rural,N,Pirum,10,Pirum RP-58,1112,Productivity
Rural,N,Pirum,10,Pirum RS-01,1113,Select
Rural,N,Pirum,10,Pirum RS-02,1114,Select
Rural,N,Pirum,10,Pirum RS-03,1115,Select
Rural,N,Pirum,10,Pirum RS-04,1116,Select
Rural,N,Pirum,10,Pirum RS-05,1117,Select
Rural,N,Pirum,10,Pirum RS-06,1118,Select
Rural,N,Pirum,10,Pirum RS-07,1119,Select
Rural,N,Pirum,10,Pirum RS-08,1120,Select
Rural,N,Pirum,10,Pirum RS-09,1121,Select
Rural,N,Pirum,10,Pirum RS-10,1122,Select
Rural,N,Pirum,10,Pirum RS-11,1123,Select
Rural,N,Pomum,11,Pomum RP-01,1732,Productivity
Rural,N,Pomum,11,Pomum RP-02,1733,Productivity
Rural,N,Pomum,11,Pomum RP-03,1734,Productivity
Rural,N,Pomum,11,Pomum RP-04,1735,Productivity
Rural,N,Pomum,11,Pomum RP-05,1736,Productivity
Rural,N,Pomum,11,Pomum RP-06,1737,Productivity
Rural,N,Pomum,11,Pomum RP-07,1738,Productivity
Rural,N,Pomum,11,Pomum RP-08,1739,Productivity
Rural,N,Pomum,11,Pomum RP-09,1740,Productivity
Rural,N,Pomum,11,Pomum RP-10,1741,Productivity
Rural,N,Pomum,11,Pomum RP-11,1742,Productivity
Rural,N,Pomum,11,Pomum RP-12,1743,Productivity
Rural,N,Pomum,11,Pomum RP-13,1744,Productivity
Rural,N,Pomum,11,Pomum RP-14,1745,Productivity
Rural,N,Pomum,11,Pomum RS-01,1746,Select
Rural,N,Pomum,11,Pomum RS-02,1747,Select
Rural,N,Pomum,11,Pomum RS-03,1748,Select
Rural,N,Quibus,12,Quibus RP-00,1408,Productivity
Rural,N,Quibus,12,Quibus RP-00,1508,Productivity
Rural,N,Quibus,12,Quibus RP-01,1309,Productivity
Rural,N,Quibus,12,Quibus RP-01,1409,Productivity
Rural,N,Quibus,12,Quibus RP-01,1509,Productivity
Rural,N,Quibus,12,Quibus RP-02,1310,Productivity
Rural,N,Quibus,12,Quibus RP-02,1410,Productivity
Rural,N,Quibus,12,Quibus RP-02,1510,Productivity
Rural,N,Quibus,12,Quibus RP-03,1311,Productivity
Rural,N,Quibus,12,Quibus RP-03,1411,Productivity
Rural,N,Quibus,12,Quibus RP-03,1511,Productivity
Rural,N,Quibus,12,Quibus RP-04,1312,Productivity
Rural,N,Quibus,12,Quibus RP-04,1412,Productivity
Rural,N,Quibus,12,Quibus RP-04,1512,Productivity
Rural,N,Quibus,12,Quibus RP-05,1313,Productivity
Rural,N,Quibus,12,Quibus RP-05,1413,Productivity
Rural,N,Quibus,12,Quibus RP-05,1513,Productivity
Rural,N,Quibus,12,Quibus RP-06,1314,Productivity
Rural,N,Quibus,12,Quibus RP-06,1414,Productivity
Rural,N,Quibus,12,Quibus RP-06,1514,Productivity
Rural,N,Quibus,12,Quibus RP-07,1315,Productivity
Rural,N,Quibus,12,Quibus RP-07,1415,Productivity
Rural,N,Quibus,12,Quibus RP-07,1515,Productivity
Rural,N,Quibus,12,Quibus RP-08,1316,Productivity
Rural,N,Quibus,12,Quibus RP-08,1416,Productivity
Rural,N,Quibus,12,Quibus RP-08,1516,Productivity
Rural,N,Quibus,12,Quibus RP-09,1317,Productivity
Rural,N,Quibus,12,Quibus RP-09,1417,Productivity
Rural,N,Quibus,12,Quibus RP-09,1517,Productivity
Rural,N,Quibus,12,Quibus RP-10,1318,Productivity
Rural,N,Quibus,12,Quibus RP-10,1418,Productivity
Rural,N,Quibus,12,Quibus RP-10,1518,Productivity
Rural,N,Quibus,12,Quibus RP-11,1319,Productivity
Rural,N,Quibus,12,Quibus RP-11,1419,Productivity
Rural,N,Quibus,12,Quibus RP-11,1519,Productivity
Rural,N,Quibus,12,Quibus RP-12,1320,Productivity
Rural,N,Quibus,12,Quibus RP-12,1420,Productivity
Rural,N,Quibus,12,Quibus RP-12,1520,Productivity
Rural,N,Quibus,12,Quibus RP-13,1321,Productivity
Rural,N,Quibus,12,Quibus RP-13,1421,Productivity
Rural,N,Quibus,12,Quibus RP-13,1521,Productivity
Rural,N,Quibus,12,Quibus RP-14,1322,Productivity
Rural,N,Quibus,12,Quibus RP-14,1422,Productivity
Rural,N,Quibus,12,Quibus RP-14,1522,Productivity
Rural,N,Quibus,12,Quibus RP-15,1323,Productivity
Rural,N,Quibus,12,Quibus RP-15,1423,Productivity
Rural,N,Quibus,12,Quibus RP-15,1523,Productivity
Rural,N,Quibus,12,Quibus RP-16,1324,Productivity
Rural,N,Quibus,12,Quibus RP-16,1424,Productivity
Rural,N,Quibus,12,Quibus RP-16,1524,Productivity
Rural,N,Quibus,12,Quibus RP-17,1325,Productivity
Rural,N,Quibus,12,Quibus RP-17,1425,Productivity
Rural,N,Quibus,12,Quibus RP-17,1525,Productivity
Rural,N,Quibus,12,Quibus RP-18,1326,Productivity
Rural,N,Quibus,12,Quibus RP-18,1426,Productivity
Rural,N,Quibus,12,Quibus RP-18,1526,Productivity
Rural,N,Quibus,12,Quibus RP-19,1327,Productivity
Rural,N,Quibus,12,Quibus RP-19,1427,Productivity
Rural,N,Quibus,12,Quibus RP-19,1527,Productivity
Rural,N,Quibus,12,Quibus RP-20,1328,Productivity
Rural,N,Quibus,12,Quibus RP-20,1428,Productivity
Rural,N,Quibus,12,Quibus RP-20,1528,Productivity
Rural,N,Quibus,12,Quibus RP-21,1329,Productivity
Rural,N,Quibus,12,Quibus RP-21,1429,Productivity
Rural,N,Quibus,12,Quibus RP-21,1529,Productivity
Rural,N,Quibus,12,Quibus RP-22,1330,Productivity
Rural,N,Quibus,12,Quibus RP-22,1430,Productivity
Rural,N,Quibus,12,Quibus RP-22,1530,Productivity
Rural,N,Quibus,12,Quibus RP-23,1331,Productivity
Rural,N,Quibus,12,Quibus RP-23,1431,Productivity
Rural,N,Quibus,12,Quibus RP-23,1531,Productivity
Rural,N,Quibus,12,Quibus RP-24,1332,Productivity
Rural,N,Quibus,12,Quibus RP-24,1432,Productivity
Rural,N,Quibus,12,Quibus RP-24,1532,Productivity
Rural,N,Quibus,12,Quibus RP-25,1333,Productivity
Rural,N,Quibus,12,Quibus RP-25,1433,Productivity
Rural,N,Quibus,12,Quibus RP-25,1533,Productivity
Rural,N,Quibus,12,Quibus RP-26,1334,Productivity
Rural,N,Quibus,12,Quibus RP-26,1434,Productivity
Rural,N,Quibus,12,Quibus RP-26,1534,Productivity
Rural,N,Quibus,12,Quibus RP-27,1335,Productivity
Rural,N,Quibus,12,Quibus RP-27,1435,Productivity
Rural,N,Quibus,12,Quibus RP-27,1535,Productivity
Rural,N,Quibus,12,Quibus RP-28,1336,Productivity
Rural,N,Quibus,12,Quibus RP-28,1436,Productivity
Rural,N,Quibus,12,Quibus RP-28,1536,Productivity
Rural,N,Quibus,12,Quibus RP-29,1337,Productivity
Rural,N,Quibus,12,Quibus RP-29,1437,Productivity
Rural,N,Quibus,12,Quibus RP-29,1537,Productivity
Rural,N,Quibus,12,Quibus RP-30,1338,Productivity
Rural,N,Quibus,12,Quibus RP-30,1438,Productivity
Rural,N,Quibus,12,Quibus RP-30,1538,Productivity
Rural,N,Quibus,12,Quibus RP-31,1339,Productivity
Rural,N,Quibus,12,Quibus RP-31,1439,Productivity
Rural,N,Quibus,12,Quibus RP-31,1539,Productivity
Rural,N,Quibus,12,Quibus RP-32,1340,Productivity
Rural,N,Quibus,12,Quibus RP-32,1440,Productivity
Rural,N,Quibus,12,Quibus RP-32,1540,Productivity
Rural,N,Quibus,12,Quibus RP-33,1341,Productivity
Rural,N,Quibus,12,Quibus RP-33,1441,Productivity
Rural,N,Quibus,12,Quibus RP-33,1541,Productivity
Rural,N,Quibus,12,Quibus RP-34,1342,Productivity
Rural,N,Quibus,12,Quibus RP-34,1442,Productivity
Rural,N,Quibus,12,Quibus RP-34,1542,Productivity
Rural,N,Quibus,12,Quibus RP-35,1343,Productivity
Rural,N,Quibus,12,Quibus RP-35,1443,Productivity
Rural,N,Quibus,12,Quibus RP-35,1543,Productivity
Rural,N,Quibus,12,Quibus RP-36,1344,Productivity
Rural,N,Quibus,12,Quibus RP-36,1444,Productivity
Rural,N,Quibus,12,Quibus RP-36,1544,Productivity
Rural,N,Quibus,12,Quibus RP-37,1345,Productivity
Rural,N,Quibus,12,Quibus RP-37,1445,Productivity
Rural,N,Quibus,12,Quibus RP-37,1545,Productivity
Rural,N,Quibus,12,Quibus RP-38,1346,Productivity
Rural,N,Quibus,12,Quibus RP-38,1446,Productivity
Rural,N,Quibus,12,Quibus RP-38,1546,Productivity
Rural,N,Quibus,12,Quibus RP-39,1347,Productivity
Rural,N,Quibus,12,Quibus RP-39,1447,Productivity
Rural,N,Quibus,12,Quibus RP-39,1547,Productivity
Rural,N,Quibus,12,Quibus RP-40,1348,Productivity
Rural,N,Quibus,12,Quibus RP-40,1448,Productivity
Rural,N,Quibus,12,Quibus RP-40,1548,Productivity
Rural,N,Quibus,12,Quibus RP-41,1349,Productivity
Rural,N,Quibus,12,Quibus RP-41,1449,Productivity
Rural,N,Quibus,12,Quibus RP-41,1549,Productivity
Rural,N,Quibus,12,Quibus RP-42,1350,Productivity
Rural,N,Quibus,12,Quibus RP-42,1450,Productivity
Rural,N,Quibus,12,Quibus RP-42,1550,Productivity
Rural,N,Quibus,12,Quibus RP-43,1351,Productivity
Rural,N,Quibus,12,Quibus RP-43,1451,Productivity
Rural,N,Quibus,12,Quibus RP-43,1551,Productivity
Rural,N,Quibus,12,Quibus RP-44,1352,Productivity
Rural,N,Quibus,12,Quibus RP-44,1452,Productivity
Rural,N,Quibus,12,Quibus RP-44,1552,Productivity
Rural,N,Quibus,12,Quibus RP-45,1353,Productivity
Rural,N,Quibus,12,Quibus RP-45,1453,Productivity
Rural,N,Quibus,12,Quibus RP-45,1553,Productivity
Rural,N,Quibus,12,Quibus RP-46,1354,Productivity
Rural,N,Quibus,12,Quibus RP-46,1454,Productivity
Rural,N,Quibus,12,Quibus RP-46,1554,Productivity
Rural,N,Quibus,12,Quibus RP-47,1355,Productivity
Rural,N,Quibus,12,Quibus RP-47,1455,Productivity
Rural,N,Quibus,12,Quibus RP-47,1555,Productivity
Rural,N,Quibus,12,Quibus RP-48,1356,Productivity
Rural,N,Quibus,12,Quibus RP-48,1456,Productivity
Rural,N,Quibus,12,Quibus RP-48,1556,Productivity
Rural,N,Quibus,12,Quibus RP-49,1357,Productivity
Rural,N,Quibus,12,Quibus RP-49,1457,Productivity
Rural,N,Quibus,12,Quibus RP-49,1557,Productivity
Rural,N,Quibus,12,Quibus RP-50,1358,Productivity
Rural,N,Quibus,12,Quibus RP-50,1458,Productivity
Rural,N,Quibus,12,Quibus RP-50,1558,Productivity
Rural,N,Quibus,12,Quibus RP-51,1359,Productivity
Rural,N,Quibus,12,Quibus RP-51,1459,Productivity
Rural,N,Quibus,12,Quibus RP-51,1559,Productivity
Rural,N,Quibus,12,Quibus RP-52,1360,Productivity
Rural,N,Quibus,12,Quibus RP-52,1460,Productivity
Rural,N,Quibus,12,Quibus RP-52,1560,Productivity
Rural,N,Quibus,12,Quibus RP-53,1361,Productivity
Rural,N,Quibus,12,Quibus RP-53,1461,Productivity
Rural,N,Quibus,12,Quibus RP-53,1561,Productivity
Rural,N,Quibus,12,Quibus RP-54,1362,Productivity
Rural,N,Quibus,12,Quibus RP-54,1462,Productivity
Rural,N,Quibus,12,Quibus RP-54,1562,Productivity
Rural,N,Quibus,12,Quibus RP-55,1363,Productivity
Rural,N,Quibus,12,Quibus RP-55,1463,Productivity
Rural,N,Quibus,12,Quibus RP-56,1364,Productivity
Rural,N,Quibus,12,Quibus RP-56,1464,Productivity
Rural,N,Quibus,12,Quibus RP-57,1365,Productivity
Rural,N,Quibus,12,Quibus RP-57,1465,Productivity
Rural,N,Quibus,12,Quibus RP-58,1366,Productivity
Rural,N,Quibus,12,Quibus RP-58,1466,Productivity
Rural,N,Quibus,12,Quibus RP-59,1367,Productivity
Rural,N,Quibus,12,Quibus RP-59,1467,Productivity
Rural,N,Quibus,12,Quibus RP-60,1368,Productivity
Rural,N,Quibus,12,Quibus RP-60,1468,Productivity
Rural,N,Quibus,12,Quibus RP-61,1369,Productivity
Rural,N,Quibus,12,Quibus RP-61,1469,Productivity
Rural,N,Quibus,12,Quibus RP-62,1370,Productivity
Rural,N,Quibus,12,Quibus RP-62,1470,Productivity
Rural,N,Quibus,12,Quibus RP-63,1371,Productivity
Rural,N,Quibus,12,Quibus RP-63,1471,Productivity
Rural,N,Quibus,12,Quibus RP-64,1372,Productivity
Rural,N,Quibus,12,Quibus RP-64,1472,Productivity
Rural,N,Quibus,12,Quibus RP-65,1373,Productivity
Rural,N,Quibus,12,Quibus RP-65,1473,Productivity
Rural,N,Quibus,12,Quibus RP-66,1374,Productivity
Rural,N,Quibus,12,Quibus RP-66,1474,Productivity
Rural,N,Quibus,12,Quibus RP-67,1375,Productivity
Rural,N,Quibus,12,Quibus RP-67,1475,Productivity
Rural,N,Quibus,12,Quibus RP-68,1376,Productivity
Rural,N,Quibus,12,Quibus RP-68,1476,Productivity
Rural,N,Quibus,12,Quibus RP-69,1377,Productivity
Rural,N,Quibus,12,Quibus RP-69,1477,Productivity
Rural,N,Quibus,12,Quibus RP-70,1378,Productivity
Rural,N,Quibus,12,Quibus RP-70,1478,Productivity
Rural,N,Quibus,12,Quibus RP-71,1379,Productivity
Rural,N,Quibus,12,Quibus RP-71,1479,Productivity
Rural,N,Quibus,12,Quibus RP-72,1380,Productivity
Rural,N,Quibus,12,Quibus RP-72,1480,Productivity
Rural,N,Quibus,12,Quibus RP-73,1381,Productivity
Rural,N,Quibus,12,Quibus RP-73,1481,Productivity
Rural,N,Quibus,12,Quibus RP-74,1382,Productivity
Rural,N,Quibus,12,Quibus RP-74,1482,Productivity
Rural,N,Quibus,12,Quibus RP-75,1383,Productivity
Rural,N,Quibus,12,Quibus RP-75,1483,Productivity
Rural,N,Quibus,12,Quibus RP-76,1384,Productivity
Rural,N,Quibus,12,Quibus RP-76,1484,Productivity
Rural,N,Quibus,12,Quibus RP-77,1385,Productivity
Rural,N,Quibus,12,Quibus RP-77,1485,Productivity
Rural,N,Quibus,12,Quibus RP-78,1386,Productivity
Rural,N,Quibus,12,Quibus RP-78,1486,Productivity
Rural,N,Quibus,12,Quibus RP-79,1387,Productivity
Rural,N,Quibus,12,Quibus RP-79,1487,Productivity
Rural,N,Quibus,12,Quibus RP-80,1388,Productivity
Rural,N,Quibus,12,Quibus RP-80,1488,Productivity
Rural,N,Quibus,12,Quibus RP-81,1389,Productivity
Rural,N,Quibus,12,Quibus RP-81,1489,Productivity
Rural,N,Quibus,12,Quibus RP-82,1390,Productivity
Rural,N,Quibus,12,Quibus RP-82,1490,Productivity
Rural,N,Quibus,12,Quibus RP-83,1391,Productivity
Rural,N,Quibus,12,Quibus RP-83,1491,Productivity
Rural,N,Quibus,12,Quibus RP-84,1392,Productivity
Rural,N,Quibus,12,Quibus RP-84,1492,Productivity
Rural,N,Quibus,12,Quibus RP-85,1393,Productivity
Rural,N,Quibus,12,Quibus RP-85,1493,Productivity
Rural,N,Quibus,12,Quibus RP-86,1394,Productivity
Rural,N,Quibus,12,Quibus RP-86,1494,Productivity
Rural,N,Quibus,12,Quibus RP-87,1395,Productivity
Rural,N,Quibus,12,Quibus RP-87,1495,Productivity
Rural,N,Quibus,12,Quibus RP-88,1396,Productivity
Rural,N,Quibus,12,Quibus RP-88,1496,Productivity
Rural,N,Quibus,12,Quibus RP-89,1397,Productivity
Rural,N,Quibus,12,Quibus RP-89,1497,Productivity
Rural,N,Quibus,12,Quibus RP-90,1398,Productivity
Rural,N,Quibus,12,Quibus RP-90,1498,Productivity
Rural,N,Quibus,12,Quibus RP-91,1399,Productivity
Rural,N,Quibus,12,Quibus RP-91,1499,Productivity
Rural,N,Quibus,12,Quibus RP-92,1400,Productivity
Rural,N,Quibus,12,Quibus RP-92,1500,Productivity
Rural,N,Quibus,12,Quibus RP-93,1401,Productivity
Rural,N,Quibus,12,Quibus RP-93,1501,Productivity
Rural,N,Quibus,12,Quibus RP-94,1402,Productivity
Rural,N,Quibus,12,Quibus RP-94,1502,Productivity
Rural,N,Quibus,12,Quibus RP-95,1403,Productivity
Rural,N,Quibus,12,Quibus RP-95,1503,Productivity
Rural,N,Quibus,12,Quibus RP-96,1404,Productivity
Rural,N,Quibus,12,Quibus RP-96,1504,Productivity
Rural,N,Quibus,12,Quibus RP-97,1405,Productivity
Rural,N,Quibus,12,Quibus RP-97,1505,Productivity
Rural,N,Quibus,12,Quibus RP-98,1406,Productivity
Rural,N,Quibus,12,Quibus RP-98,1506,Productivity
Rural,N,Quibus,12,Quibus RP-99,1407,Productivity
Rural,N,Quibus,12,Quibus RP-99,1507,Productivity
Rural,N,Quibus,12,Quibus RS-00,1662,Select
Rural,N,Quibus,12,Quibus RS-01,1563,Select
Rural,N,Quibus,12,Quibus RS-01,1663,Select
Rural,N,Quibus,12,Quibus RS-02,1564,Select
Rural,N,Quibus,12,Quibus RS-02,1664,Select
Rural,N,Quibus,12,Quibus RS-03,1565,Select
Rural,N,Quibus,12,Quibus RS-03,1665,Select
Rural,N,Quibus,12,Quibus RS-04,1566,Select
Rural,N,Quibus,12,Quibus RS-04,1666,Select
Rural,N,Quibus,12,Quibus RS-05,1567,Select
Rural,N,Quibus,12,Quibus RS-05,1667,Select
Rural,N,Quibus,12,Quibus RS-06,1568,Select
Rural,N,Quibus,12,Quibus RS-07,1569,Select
Rural,N,Quibus,12,Quibus RS-08,1570,Select
Rural,N,Quibus,12,Quibus RS-09,1571,Select
Rural,N,Quibus,12,Quibus RS-10,1572,Select
Rural,N,Quibus,12,Quibus RS-11,1573,Select
Rural,N,Quibus,12,Quibus RS-12,1574,Select
Rural,N,Quibus,12,Quibus RS-13,1575,Select
Rural,N,Quibus,12,Quibus RS-14,1576,Select
Rural,N,Quibus,12,Quibus RS-15,1577,Select
Rural,N,Quibus,12,Quibus RS-16,1578,Select
Rural,N,Quibus,12,Quibus RS-17,1579,Select
Rural,N,Quibus,12,Quibus RS-18,1580,Select
Rural,N,Quibus,12,Quibus RS-19,1581,Select
Rural,N,Quibus,12,Quibus RS-20,1582,Select
Rural,N,Quibus,12,Quibus RS-21,1583,Select
Rural,N,Quibus,12,Quibus RS-22,1584,Select
Rural,N,Quibus,12,Quibus RS-23,1585,Select
Rural,N,Quibus,12,Quibus RS-24,1586,Select
Rural,N,Quibus,12,Quibus RS-25,1587,Select
Rural,N,Quibus,12,Quibus RS-26,1588,Select
Rural,N,Quibus,12,Quibus RS-27,1589,Select
Rural,N,Quibus,12,Quibus RS-28,1590,Select
Rural,N,Quibus,12,Quibus RS-29,1591,Select
Rural,N,Quibus,12,Quibus RS-30,1592,Select
Rural,N,Quibus,12,Quibus RS-31,1593,Select
Rural,N,Quibus,12,Quibus RS-32,1594,Select
Rural,N,Quibus,12,Quibus RS-33,1595,Select
Rural,N,Quibus,12,Quibus RS-34,1596,Select
Rural,N,Quibus,12,Quibus RS-35,1597,Select
Rural,N,Quibus,12,Quibus RS-36,1598,Select
Rural,N,Quibus,12,Quibus RS-37,1599,Select
Rural,N,Quibus,12,Quibus RS-38,1600,Select
Rural,N,Quibus,12,Quibus RS-39,1601,Select
Rural,N,Quibus,12,Quibus RS-40,1602,Select
Rural,N,Quibus,12,Quibus RS-41,1603,Select
Rural,N,Quibus,12,Quibus RS-42,1604,Select
Rural,N,Quibus,12,Quibus RS-43,1605,Select
Rural,N,Quibus,12,Quibus RS-44,1606,Select
Rural,N,Quibus,12,Quibus RS-45,1607,Select
Rural,N,Quibus,12,Quibus RS-46,1608,Select
Rural,N,Quibus,12,Quibus RS-47,1609,Select
Rural,N,Quibus,12,Quibus RS-48,1610,Select
Rural,N,Quibus,12,Quibus RS-49,1611,Select
Rural,N,Quibus,12,Quibus RS-50,1612,Select
Rural,N,Quibus,12,Quibus RS-51,1613,Select
Rural,N,Quibus,12,Quibus RS-52,1614,Select
Rural,N,Quibus,12,Quibus RS-53,1615,Select
Rural,N,Quibus,12,Quibus RS-54,1616,Select
Rural,N,Quibus,12,Quibus RS-55,1617,Select
Rural,N,Quibus,12,Quibus RS-56,1618,Select
Rural,N,Quibus,12,Quibus RS-57,1619,Select
Rural,N,Quibus,12,Quibus RS-58,1620,Select
Rural,N,Quibus,12,Quibus RS-59,1621,Select
Rural,N,Quibus,12,Quibus RS-60,1622,Select
Rural,N,Quibus,12,Quibus RS-61,1623,Select
Rural,N,Quibus,12,Quibus RS-62,1624,Select
Rural,N,Quibus,12,Quibus RS-63,1625,Select
Rural,N,Quibus,12,Quibus RS-64,1626,Select
Rural,N,Quibus,12,Quibus RS-65,1627,Select
Rural,N,Quibus,12,Quibus RS-66,1628,Select
Rural,N,Quibus,12,Quibus RS-67,1629,Select
Rural,N,Quibus,12,Quibus RS-68,1630,Select
Rural,N,Quibus,12,Quibus RS-69,1631,Select
Rural,N,Quibus,12,Quibus RS-70,1632,Select
Rural,N,Quibus,12,Quibus RS-71,1633,Select
Rural,N,Quibus,12,Quibus RS-72,1634,Select
Rural,N,Quibus,12,Quibus RS-73,1635,Select
Rural,N,Quibus,12,Quibus RS-74,1636,Select
Rural,N,Quibus,12,Quibus RS-75,1637,Select
Rural,N,Quibus,12,Quibus RS-76,1638,Select
Rural,N,Quibus,12,Quibus RS-77,1639,Select
Rural,N,Quibus,12,Quibus RS-78,1640,Select
Rural,N,Quibus,12,Quibus RS-79,1641,Select
Rural,N,Quibus,12,Quibus RS-80,1642,Select
Rural,N,Quibus,12,Quibus RS-81,1643,Select
Rural,N,Quibus,12,Quibus RS-82,1644,Select
Rural,N,Quibus,12,Quibus RS-83,1645,Select
Rural,N,Quibus,12,Quibus RS-84,1646,Select
Rural,N,Quibus,12,Quibus RS-85,1647,Select
Rural,N,Quibus,12,Quibus RS-86,1648,Select
Rural,N,Quibus,12,Quibus RS-87,1649,Select
Rural,N,Quibus,12,Quibus RS-88,1650,Select
Rural,N,Quibus,12,Quibus RS-89,1651,Select
Rural,N,Quibus,12,Quibus RS-90,1652,Select
Rural,N,Quibus,12,Quibus RS-91,1653,Select
Rural,N,Quibus,12,Quibus RS-92,1654,Select
Rural,N,Quibus,12,Quibus RS-93,1655,Select
Rural,N,Quibus,12,Quibus RS-94,1656,Select
Rural,N,Quibus,12,Quibus RS-95,1657,Select
Rural,N,Quibus,12,Quibus RS-96,1658,Select
Rural,N,Quibus,12,Quibus RS-97,1659,Select
Rural,N,Quibus,12,Quibus RS-98,1660,Select
Rural,N,Quibus,12,Quibus RS-99,1661,Select
Rural,N,VanArsdel,7,Maximus RP-01,392,Productivity
Rural,N,VanArsdel,7,Maximus RP-02,393,Productivity
Rural,N,VanArsdel,7,Maximus RS-01,394,Select
Rural,N,VanArsdel,7,Maximus RS-02,395,Select
Rural,N,Victoria,14,Victoria RP-01,2108,Productivity
Rural,N,Victoria,14,Victoria RP-02,2109,Productivity
Urban,N,Abbas,1,Abbas UC-01,189,Convenience
Urban,N,Abbas,1,Abbas UC-02,190,Convenience
Urban,N,Abbas,1,Abbas UC-03,191,Convenience
Urban,N,Abbas,1,Abbas UC-04,192,Convenience
Urban,N,Abbas,1,Abbas UC-05,193,Convenience
Urban,N,Abbas,1,Abbas UC-06,194,Convenience
Urban,N,Abbas,1,Abbas UC-07,195,Convenience
Urban,N,Abbas,1,Abbas UC-08,196,Convenience
Urban,N,Abbas,1,Abbas UE-01,173,Extreme
Urban,N,Abbas,1,Abbas UE-02,174,Extreme
Urban,N,Abbas,1,Abbas UE-03,175,Extreme
Urban,N,Abbas,1,Abbas UE-04,176,Extreme
Urban,N,Abbas,1,Abbas UE-05,177,Extreme
Urban,N,Abbas,1,Abbas UE-06,178,Extreme
Urban,N,Abbas,1,Abbas UE-07,179,Extreme
Urban,N,Abbas,1,Abbas UE-08,180,Extreme
Urban,N,Abbas,1,Abbas UE-09,181,Extreme
