Date,ProductID,Revenue,Units,Zip
1999-08-15 00:00:00,573,$3367.35,1,13152
1999-08-15 00:00:00,573,$3367.35,1,14012
1999-08-15 00:00:00,573,$3367.35,1,16127
1999-08-15 00:00:00,573,$3367.35,1,21784
1999-08-15 00:00:00,573,$3367.35,1,27253
1999-08-15 00:00:00,573,$3367.35,1,29135
1999-08-15 00:00:00,573,$3367.35,1,29170
1999-08-15 00:00:00,573,$3367.35,1,29341
1999-08-15 00:00:00,573,$3367.35,1,32833
1999-08-15 00:00:00,573,$3367.35,1,45205
1999-08-15 00:00:00,573,$3367.35,1,53551
1999-08-15 00:00:00,573,$3367.35,1,60438
1999-08-15 00:00:00,573,$3367.35,1,61088
1999-08-15 00:00:00,573,$3367.35,1,61103
1999-08-15 00:00:00,573,$3367.35,1,61727
1999-08-15 00:00:00,573,$3367.35,1,61745
1999-08-15 00:00:00,573,$3367.35,1,61821
1999-08-15 00:00:00,573,$3367.35,1,68801
1999-08-15 00:00:00,573,$3367.35,1,73942
1999-08-15 00:00:00,573,$3367.35,1,75007
1999-08-15 00:00:00,573,$3367.35,1,77627
1999-08-15 00:00:00,573,$3367.35,1,84128
1999-08-15 00:00:00,573,$3367.35,1,98251
1999-08-15 00:00:00,574,$19933.20,2,90630
1999-08-15 00:00:00,574,$9966.60,1,92392
1999-08-15 00:00:00,574,$9966.60,1,92591
1999-08-15 00:00:00,574,$9966.60,1,93035
1999-08-15 00:00:00,574,$9966.60,1,93510
1999-08-15 00:00:00,574,$9966.60,1,93704
1999-08-15 00:00:00,574,$9966.60,1,94044
1999-08-15 00:00:00,574,$9966.60,1,94111
1999-08-15 00:00:00,574,$9966.60,1,94804
1999-08-15 00:00:00,574,$9966.60,1,95131
1999-08-15 00:00:00,574,$9966.60,1,95404
1999-08-15 00:00:00,574,$9966.60,1,95819
1999-08-15 00:00:00,580,$8816.85,1,10528
1999-08-15 00:00:00,580,$8816.85,1,11710
1999-08-15 00:00:00,580,$8816.85,1,19520
1999-08-15 00:00:00,580,$8816.85,1,20120
1999-08-15 00:00:00,580,$8816.85,1,20175
1999-08-15 00:00:00,580,$8816.85,1,22060
1999-08-15 00:00:00,580,$8816.85,1,24053
1999-08-15 00:00:00,580,$8816.85,1,32141
1999-08-15 00:00:00,580,$8816.85,1,33594
1999-08-15 00:00:00,580,$8816.85,1,35179
1999-08-15 00:00:00,580,$8816.85,1,36744
1999-08-15 00:00:00,580,$8816.85,1,37341
1999-08-15 00:00:00,580,$8816.85,1,46074
1999-08-15 00:00:00,580,$8816.85,1,48118
1999-08-15 00:00:00,580,$8816.85,1,53546
1999-08-15 00:00:00,580,$8816.85,1,54501
1999-08-15 00:00:00,580,$8816.85,1,57350
1999-08-15 00:00:00,580,$8816.85,1,68137
1999-08-15 00:00:00,580,$8816.85,1,70774
1999-08-15 00:00:00,580,$8816.85,1,80128
1999-08-15 00:00:00,580,$8999.55,1,85742
1999-08-15 00:00:00,580,$8816.85,1,89506
1999-08-15 00:00:00,580,$8816.85,1,98661
1999-08-15 00:00:00,596,$8958.60,1,02760
1999-08-15 00:00:00,596,$8958.60,1,13039
1999-08-15 00:00:00,596,$8958.60,1,15044
1999-08-15 00:00:00,596,$8958.60,1,27613
1999-08-15 00:00:00,596,$8958.60,1,27896
1999-08-15 00:00:00,596,$8958.60,1,28645
1999-08-15 00:00:00,596,$8958.60,1,32217
1999-08-15 00:00:00,596,$8958.60,1,33714
1999-08-15 00:00:00,596,$8958.60,1,42025
1999-08-15 00:00:00,596,$8958.60,1,43224
1999-08-15 00:00:00,596,$8958.60,1,44883
1999-08-15 00:00:00,596,$8958.60,1,45233
1999-08-15 00:00:00,596,$8958.60,1,49464
1999-08-15 00:00:00,596,$8958.60,1,53010
1999-08-15 00:00:00,596,$8958.60,1,53186
1999-08-15 00:00:00,596,$8958.60,1,53217
1999-08-15 00:00:00,596,$8958.60,1,54173
1999-08-15 00:00:00,596,$8958.60,1,65340
1999-08-15 00:00:00,596,$8958.60,1,70510
1999-08-15 00:00:00,596,$8958.60,1,70769
1999-08-15 00:00:00,596,$8958.60,1,76148
1999-08-15 00:00:00,596,$8958.60,1,97202
1999-08-15 00:00:00,596,$8958.60,1,97537
1999-08-15 00:00:00,596,$8958.60,1,98228
1999-08-15 00:00:00,597,$10706.85,1,28386
1999-08-15 00:00:00,597,$10706.85,1,28782
1999-08-15 00:00:00,597,$10706.85,1,30548
1999-08-15 00:00:00,597,$10706.85,1,33442
1999-08-15 00:00:00,597,$10706.85,1,34110
1999-08-15 00:00:00,597,$10706.85,1,35223
1999-08-15 00:00:00,597,$10706.85,1,36301
1999-08-15 00:00:00,597,$10706.85,1,37075
1999-08-15 00:00:00,597,$10706.85,1,40241
1999-08-15 00:00:00,597,$10706.85,1,54023
1999-08-15 00:00:00,597,$10706.85,1,55902
1999-08-15 00:00:00,597,$10706.85,1,70560
1999-08-15 00:00:00,597,$10706.85,1,77067
1999-08-15 00:00:00,597,$10706.85,1,79121
1999-08-15 00:00:00,599,$9043.65,1,08540
1999-08-15 00:00:00,599,$9043.65,1,12149
1999-08-15 00:00:00,599,$9043.65,1,12198
1999-08-15 00:00:00,599,$9043.65,1,12775
1999-08-15 00:00:00,599,$9043.65,1,15205
1999-08-15 00:00:00,599,$9043.65,1,15701
1999-08-15 00:00:00,599,$9043.65,1,17033
1999-08-15 00:00:00,599,$9043.65,1,17314
1999-08-15 00:00:00,599,$9043.65,1,17543
1999-08-15 00:00:00,599,$9043.65,1,18603
1999-08-15 00:00:00,599,$9043.65,1,19036
1999-08-15 00:00:00,599,$9043.65,1,19054
1999-08-15 00:00:00,599,$9043.65,1,20692
1999-08-15 00:00:00,599,$9043.65,1,21403
1999-08-15 00:00:00,599,$9043.65,1,23192
1999-08-15 00:00:00,599,$9043.65,1,23692
1999-08-15 00:00:00,599,$9043.65,1,25313
1999-08-15 00:00:00,599,$9043.65,1,25411
1999-08-15 00:00:00,599,$9043.65,1,27405
1999-08-15 00:00:00,599,$9043.65,1,29527
1999-08-15 00:00:00,599,$9043.65,1,29615
1999-08-15 00:00:00,599,$9043.65,1,29644
1999-08-15 00:00:00,599,$9043.65,1,30096
1999-08-15 00:00:00,599,$9043.65,1,33763
1999-08-15 00:00:00,599,$9043.65,1,33919
1999-08-15 00:00:00,599,$9043.65,1,34677
1999-08-15 00:00:00,599,$9043.65,1,34953
1999-08-15 00:00:00,599,$9043.65,1,38122
1999-08-15 00:00:00,599,$9043.65,1,43229
1999-08-15 00:00:00,599,$9043.65,1,44130
1999-08-15 00:00:00,599,$9043.65,1,46975
1999-08-15 00:00:00,599,$9043.65,1,55981
1999-08-15 00:00:00,599,$9043.65,1,56529
1999-08-15 00:00:00,599,$9043.65,1,60148
1999-08-15 00:00:00,599,$9043.65,1,62838
1999-08-15 00:00:00,599,$9043.65,1,63401
1999-08-15 00:00:00,599,$18087.30,2,64504
1999-08-15 00:00:00,599,$9043.65,1,68502
1999-08-15 00:00:00,599,$9043.65,1,71743
1999-08-15 00:00:00,599,$9043.65,1,76180
1999-08-15 00:00:00,599,$9043.65,1,77511
1999-08-15 00:00:00,599,$9043.65,1,81625
1999-08-15 00:00:00,599,$9043.65,1,83716
1999-08-15 00:00:00,599,$9043.65,1,85629
1999-08-15 00:00:00,599,$9043.65,1,92071
1999-08-15 00:00:00,604,$5540.85,1,01092
1999-08-15 00:00:00,604,$5540.85,1,02888
1999-08-15 00:00:00,604,$5540.85,1,03446
1999-08-15 00:00:00,604,$5540.85,1,06098
1999-08-15 00:00:00,604,$5540.85,1,06810
1999-08-15 00:00:00,604,$5540.85,1,07662
1999-08-15 00:00:00,604,$5540.85,1,10312
1999-08-15 00:00:00,604,$5540.85,1,14456
1999-08-15 00:00:00,604,$5540.85,1,14807
1999-08-15 00:00:00,604,$5540.85,1,15216
1999-08-15 00:00:00,604,$5540.85,1,15401
1999-08-15 00:00:00,604,$5540.85,1,16001
1999-08-15 00:00:00,604,$5540.85,1,16922
1999-08-15 00:00:00,604,$5540.85,1,19021
1999-08-15 00:00:00,604,$5540.85,1,19047
1999-08-15 00:00:00,604,$5540.85,1,19063
1999-08-15 00:00:00,604,$5540.85,1,19335
1999-08-15 00:00:00,604,$5540.85,1,20110
1999-08-15 00:00:00,604,$5540.85,1,21813
1999-08-15 00:00:00,604,$5540.85,1,24333
1999-08-15 00:00:00,604,$5540.85,1,28031
1999-08-15 00:00:00,604,$11081.70,2,29072
1999-08-15 00:00:00,604,$5540.85,1,29803
1999-08-15 00:00:00,604,$5540.85,1,31601
1999-08-15 00:00:00,604,$5462.10,1,32236
1999-08-15 00:00:00,604,$5540.85,1,32805
1999-08-15 00:00:00,604,$5540.85,1,33024
1999-08-15 00:00:00,604,$5540.85,1,35055
1999-08-15 00:00:00,604,$5540.85,1,37043
1999-08-15 00:00:00,604,$5540.85,1,37064
1999-08-15 00:00:00,604,$5540.85,1,37814
1999-08-15 00:00:00,604,$5540.85,1,37912
1999-08-15 00:00:00,604,$5540.85,1,44425
1999-08-15 00:00:00,604,$5540.85,1,44460
1999-08-15 00:00:00,604,$5540.85,1,45371
1999-08-15 00:00:00,604,$5540.85,1,48327
1999-08-15 00:00:00,604,$5540.85,1,49033
1999-08-15 00:00:00,604,$5540.85,1,49457
1999-08-15 00:00:00,604,$5540.85,1,50131
1999-08-15 00:00:00,604,$5540.85,1,51566
1999-08-15 00:00:00,604,$5540.85,1,52327
1999-08-15 00:00:00,604,$5540.85,1,53081
1999-08-15 00:00:00,604,$5540.85,1,53144
1999-08-15 00:00:00,604,$5540.85,1,53235
1999-08-15 00:00:00,604,$5540.85,1,53959
1999-08-15 00:00:00,604,$5540.85,1,54013
1999-08-15 00:00:00,604,$5540.85,1,54303
1999-08-15 00:00:00,604,$5540.85,1,55021
1999-08-15 00:00:00,604,$5540.85,1,55106
1999-08-15 00:00:00,604,$5540.85,1,55315
1999-08-15 00:00:00,604,$5540.85,1,56282
1999-08-15 00:00:00,604,$5540.85,1,58401
1999-08-15 00:00:00,604,$5540.85,1,60061
1999-08-15 00:00:00,604,$5540.85,1,60074
1999-08-15 00:00:00,604,$5540.85,1,60115
1999-08-15 00:00:00,604,$5540.85,1,60459
1999-08-15 00:00:00,604,$5540.85,1,60565
1999-08-15 00:00:00,604,$5540.85,1,60639
1999-08-15 00:00:00,604,$5540.85,1,62324
1999-08-15 00:00:00,604,$5540.85,1,63118
1999-08-15 00:00:00,604,$5540.85,1,65351
1999-08-15 00:00:00,604,$5540.85,1,70809
1999-08-15 00:00:00,604,$5540.85,1,71033
1999-08-15 00:00:00,604,$5540.85,1,75022
1999-08-15 00:00:00,604,$5540.85,1,76092
1999-08-15 00:00:00,604,$5540.85,1,77586
1999-08-15 00:00:00,604,$5540.85,1,80027
1999-08-15 00:00:00,604,$5540.85,1,81321
1999-08-15 00:00:00,604,$5540.85,1,89502
1999-08-15 00:00:00,604,$5616.45,1,92584
1999-08-15 00:00:00,604,$5616.45,1,93701
1999-08-15 00:00:00,604,$5616.45,1,93901
1999-08-15 00:00:00,604,$5616.45,1,94102
1999-08-15 00:00:00,604,$5616.45,1,95726
1999-08-15 00:00:00,604,$5540.85,1,97005
1999-08-15 00:00:00,604,$5540.85,1,97520
1999-08-15 00:00:00,604,$11081.70,2,97701
1999-08-15 00:00:00,606,$3776.85,1,06010
1999-08-15 00:00:00,606,$3776.85,1,06488
1999-08-15 00:00:00,606,$3776.85,1,08244
1999-08-15 00:00:00,606,$3776.85,1,08330
1999-08-15 00:00:00,606,$3776.85,1,15212
1999-08-15 00:00:00,606,$3776.85,1,15301
1999-08-15 00:00:00,606,$3776.85,1,17764
1999-08-15 00:00:00,606,$3776.85,1,21045
1999-08-15 00:00:00,606,$3776.85,1,22815
1999-08-15 00:00:00,606,$3776.85,1,28027
1999-08-15 00:00:00,606,$3776.85,1,28739
1999-08-15 00:00:00,606,$3776.85,1,34239
1999-08-15 00:00:00,606,$3776.85,1,40205
1999-08-15 00:00:00,606,$3776.85,1,45106
1999-08-15 00:00:00,606,$3776.85,1,46614
1999-08-15 00:00:00,606,$3776.85,1,47715
1999-08-15 00:00:00,606,$3776.85,1,48162
1999-08-15 00:00:00,606,$3776.85,1,48451
1999-08-15 00:00:00,606,$3776.85,1,48623
1999-08-15 00:00:00,606,$3776.85,1,50702
1999-08-15 00:00:00,606,$3776.85,1,53235
1999-08-15 00:00:00,606,$3776.85,1,54481
1999-08-15 00:00:00,606,$3776.85,1,54495
1999-08-15 00:00:00,606,$7553.70,2,55044
1999-08-15 00:00:00,606,$3776.85,1,55940
1999-08-15 00:00:00,606,$3776.85,1,57769
1999-08-15 00:00:00,606,$3776.85,1,60126
1999-08-15 00:00:00,606,$7553.70,2,60543
1999-08-15 00:00:00,606,$3776.85,1,63010
1999-08-15 00:00:00,606,$3776.85,1,63129
1999-08-15 00:00:00,606,$3776.85,1,64133
1999-08-15 00:00:00,606,$3776.85,1,70062
1999-08-15 00:00:00,606,$3776.85,1,81005
1999-08-15 00:00:00,606,$3776.85,1,85254
1999-08-15 00:00:00,606,$3776.85,1,89103
1999-08-15 00:00:00,606,$3852.45,1,94530
1999-08-15 00:00:00,606,$3820.95,1,95008
1999-08-15 00:00:00,606,$3776.85,1,98387
1999-08-15 00:00:00,609,$28038.15,3,01069
1999-08-15 00:00:00,609,$9346.05,1,01501
1999-08-15 00:00:00,609,$9346.05,1,01775
1999-08-15 00:00:00,609,$9346.05,1,06029
1999-08-15 00:00:00,609,$9346.05,1,06255
1999-08-15 00:00:00,609,$9346.05,1,06484
1999-08-15 00:00:00,609,$9346.05,1,06810
1999-08-15 00:00:00,609,$9346.05,1,07095
1999-08-15 00:00:00,609,$9346.05,1,07646
1999-08-15 00:00:00,609,$9346.05,1,07728
1999-08-15 00:00:00,609,$9346.05,1,08003
1999-08-15 00:00:00,609,$9346.05,1,08107
1999-08-15 00:00:00,609,$9346.05,1,08332
1999-08-15 00:00:00,609,$9346.05,1,08731
1999-08-15 00:00:00,609,$9346.05,1,10598
1999-08-15 00:00:00,609,$9346.05,1,11236
1999-08-15 00:00:00,609,$9346.05,1,13143
1999-08-15 00:00:00,609,$9346.05,1,14502
1999-08-15 00:00:00,609,$9346.05,1,14701
1999-08-15 00:00:00,609,$9346.05,1,14870
1999-08-15 00:00:00,609,$9346.05,1,15401
1999-08-15 00:00:00,609,$9346.05,1,15601
1999-08-15 00:00:00,609,$9346.05,1,15650
1999-08-15 00:00:00,609,$9346.05,1,16828
1999-08-15 00:00:00,609,$9346.05,1,17584
1999-08-15 00:00:00,609,$9346.05,1,18431
1999-08-15 00:00:00,609,$9346.05,1,18505
1999-08-15 00:00:00,609,$9346.05,1,18621
1999-08-15 00:00:00,609,$9346.05,1,19063
1999-08-15 00:00:00,609,$9346.05,1,19320
1999-08-15 00:00:00,609,$9346.05,1,19401
1999-08-15 00:00:00,609,$9346.05,1,19508
1999-08-15 00:00:00,609,$18692.10,2,19973
1999-08-15 00:00:00,609,$9346.05,1,20852
1999-08-15 00:00:00,609,$9346.05,1,21014
1999-08-15 00:00:00,609,$9346.05,1,21061
1999-08-15 00:00:00,609,$9346.05,1,23958
1999-08-15 00:00:00,609,$9346.05,1,25265
1999-08-15 00:00:00,609,$9346.05,1,27101
1999-08-15 00:00:00,609,$9346.05,1,27403
1999-08-15 00:00:00,609,$9346.05,1,27513
1999-08-15 00:00:00,609,$9346.05,1,27870
1999-08-15 00:00:00,609,$9346.05,1,28602
1999-08-15 00:00:00,609,$9346.05,1,28697
1999-08-15 00:00:00,609,$9346.05,1,29505
1999-08-15 00:00:00,609,$9346.05,1,29576
1999-08-15 00:00:00,609,$9346.05,1,29730
1999-08-15 00:00:00,609,$9346.05,1,30909
1999-08-15 00:00:00,609,$9346.05,1,32225
1999-08-15 00:00:00,609,$9346.05,1,33133
1999-08-15 00:00:00,609,$18692.10,2,33157
1999-08-15 00:00:00,609,$9346.05,1,33160
1999-08-15 00:00:00,609,$9346.05,1,33770
1999-08-15 00:00:00,609,$9346.05,1,36695
1999-08-15 00:00:00,609,$9346.05,1,38352
1999-08-15 00:00:00,609,$9346.05,1,40505
1999-08-15 00:00:00,609,$9346.05,1,42420
1999-08-15 00:00:00,609,$9346.05,1,43160
1999-08-15 00:00:00,609,$9346.05,1,44060
1999-08-15 00:00:00,609,$9346.05,1,44102
1999-08-15 00:00:00,609,$9346.05,1,44203
1999-08-15 00:00:00,609,$9346.05,1,44485
1999-08-15 00:00:00,609,$9346.05,1,46184
1999-08-15 00:00:00,609,$9346.05,1,46224
1999-08-15 00:00:00,609,$9346.05,1,46514
1999-08-15 00:00:00,609,$9346.05,1,47201
1999-08-15 00:00:00,609,$9346.05,1,48067
1999-08-15 00:00:00,609,$9346.05,1,48162
1999-08-15 00:00:00,609,$18692.10,2,48192
1999-08-15 00:00:00,609,$9346.05,1,48650
1999-08-15 00:00:00,609,$9346.05,1,49120
1999-08-15 00:00:00,609,$9346.05,1,52322
1999-08-15 00:00:00,609,$9346.05,1,52623
1999-08-15 00:00:00,609,$9346.05,1,53220
1999-08-15 00:00:00,609,$18692.10,2,53221
1999-08-15 00:00:00,609,$9346.05,1,54487
1999-08-15 00:00:00,609,$9346.05,1,54868
1999-08-15 00:00:00,609,$9346.05,1,55128
1999-08-15 00:00:00,609,$9346.05,1,55391
1999-08-15 00:00:00,609,$9346.05,1,55424
1999-08-15 00:00:00,609,$9346.05,1,57013
1999-08-15 00:00:00,609,$9346.05,1,57701
1999-08-15 00:00:00,609,$9346.05,1,58078
1999-08-15 00:00:00,609,$9346.05,1,58249
1999-08-15 00:00:00,609,$9346.05,1,59501
1999-08-15 00:00:00,609,$28038.15,3,60123
1999-08-15 00:00:00,609,$9346.05,1,60181
1999-08-15 00:00:00,609,$9346.05,1,60954
1999-08-15 00:00:00,609,$9346.05,1,62535
1999-08-15 00:00:00,609,$9346.05,1,62704
1999-08-15 00:00:00,609,$9346.05,1,63132
1999-08-15 00:00:00,609,$9346.05,1,64503
1999-08-15 00:00:00,609,$9346.05,1,66104
1999-08-15 00:00:00,609,$9346.05,1,66608
1999-08-15 00:00:00,609,$9346.05,1,66614
1999-08-15 00:00:00,609,$9346.05,1,70775
1999-08-15 00:00:00,609,$9346.05,1,75090
1999-08-15 00:00:00,609,$18692.10,2,75460
1999-08-15 00:00:00,609,$9346.05,1,76643
1999-08-15 00:00:00,609,$9346.05,1,79935
1999-08-15 00:00:00,609,$9346.05,1,80126
1999-08-15 00:00:00,609,$9346.05,1,80922
1999-08-15 00:00:00,609,$9346.05,1,81501
1999-08-15 00:00:00,609,$9346.05,1,82501
1999-08-15 00:00:00,609,$18692.10,2,82609
1999-08-15 00:00:00,609,$9346.05,1,85022
1999-08-15 00:00:00,609,$9346.05,1,85210
1999-08-15 00:00:00,609,$9346.05,1,85260
1999-08-15 00:00:00,609,$18692.10,2,85306
1999-08-15 00:00:00,609,$9346.05,1,85364
1999-08-15 00:00:00,609,$9346.05,1,87004
1999-08-15 00:00:00,609,$9346.05,1,89108
1999-08-15 00:00:00,609,$9528.75,1,90266
1999-08-15 00:00:00,609,$9528.75,1,91745
1999-08-15 00:00:00,609,$9528.75,1,92392
1999-08-15 00:00:00,609,$9528.75,1,92586
1999-08-15 00:00:00,609,$9528.75,1,92592
1999-08-15 00:00:00,609,$19057.50,2,92807
1999-08-15 00:00:00,609,$9528.75,1,92868
1999-08-15 00:00:00,609,$9528.75,1,93292
1999-08-15 00:00:00,609,$9528.75,1,93301
1999-08-15 00:00:00,609,$9528.75,1,93722
1999-08-15 00:00:00,609,$9528.75,1,94080
1999-08-15 00:00:00,609,$9528.75,1,94710
1999-08-15 00:00:00,609,$9528.75,1,95110
1999-08-15 00:00:00,609,$9528.75,1,95340
1999-08-15 00:00:00,609,$9528.75,1,95482
1999-08-15 00:00:00,609,$9528.75,1,95682
1999-08-15 00:00:00,609,$9346.05,1,97062
1999-08-15 00:00:00,609,$18692.10,2,97321
1999-08-15 00:00:00,609,$9346.05,1,97405
1999-08-15 00:00:00,609,$9346.05,1,98604
1999-08-15 00:00:00,609,$9346.05,1,99336
1999-08-15 00:00:00,609,$9346.05,1,99707
1999-08-15 00:00:00,631,$4154.85,1,12205
1999-08-15 00:00:00,631,$4154.85,1,13357
1999-08-15 00:00:00,631,$4154.85,1,15801
1999-08-15 00:00:00,631,$4154.85,1,21014
1999-08-15 00:00:00,631,$4154.85,1,21158
1999-08-15 00:00:00,631,$4154.85,1,35212
1999-08-15 00:00:00,631,$4154.85,1,35242
1999-08-15 00:00:00,631,$4154.85,1,36303
1999-08-15 00:00:00,631,$4154.85,1,43085
1999-08-15 00:00:00,631,$4154.85,1,43229
1999-08-15 00:00:00,631,$4154.85,1,44256
1999-08-15 00:00:00,631,$4154.85,1,44615
1999-08-15 00:00:00,631,$4154.85,1,45440
1999-08-15 00:00:00,631,$4154.85,1,47448
1999-08-15 00:00:00,631,$4154.85,1,47989
1999-08-15 00:00:00,631,$4154.85,1,48507
1999-08-15 00:00:00,631,$4154.85,1,49015
1999-08-15 00:00:00,631,$4154.85,1,49055
1999-08-15 00:00:00,631,$4154.85,1,54636
1999-08-15 00:00:00,631,$4154.85,1,56048
1999-08-15 00:00:00,631,$4154.85,1,58102
1999-08-15 00:00:00,631,$4154.85,1,60440
1999-08-15 00:00:00,631,$4154.85,1,67220
1999-08-15 00:00:00,631,$8309.70,2,68506
1999-08-15 00:00:00,631,$4154.85,1,70062
1999-08-15 00:00:00,631,$4154.85,1,72212
1999-08-15 00:00:00,631,$4154.85,1,80526
1999-08-15 00:00:00,631,$4154.85,1,80537
1999-08-15 00:00:00,631,$4154.85,1,89108
1999-08-15 00:00:00,631,$4154.85,1,97070
1999-08-15 00:00:00,645,$8958.60,1,01013
1999-08-15 00:00:00,645,$8958.60,1,06790
1999-08-15 00:00:00,645,$8958.60,1,13069
1999-08-15 00:00:00,645,$8958.60,1,15025
1999-08-15 00:00:00,645,$8958.60,1,21053
1999-08-15 00:00:00,645,$8958.60,1,24315
1999-08-15 00:00:00,645,$8958.60,1,26101
1999-08-15 00:00:00,645,$8958.60,1,30102
1999-08-15 00:00:00,645,$8958.60,1,32602
1999-08-15 00:00:00,645,$8958.60,1,33945
1999-08-15 00:00:00,645,$8958.60,1,36116
1999-08-15 00:00:00,645,$8958.60,1,44060
1999-08-15 00:00:00,645,$8958.60,1,46227
1999-08-15 00:00:00,645,$8958.60,1,49319
1999-08-15 00:00:00,645,$8958.60,1,51007
1999-08-15 00:00:00,645,$8958.60,1,60126
1999-08-15 00:00:00,645,$8958.60,1,62285
1999-08-15 00:00:00,645,$8958.60,1,70461
1999-08-15 00:00:00,645,$8958.60,1,72715
1999-08-15 00:00:00,645,$8958.60,1,73034
1999-08-15 00:00:00,645,$8958.60,1,80909
1999-08-15 00:00:00,645,$8958.60,1,87111
1999-08-15 00:00:00,645,$8958.60,1,89015
1999-08-15 00:00:00,645,$9138.15,1,93301
1999-08-15 00:00:00,645,$9138.15,1,95124
1999-08-15 00:00:00,658,$10832.85,1,07424
1999-08-15 00:00:00,658,$10832.85,1,08034
1999-08-15 00:00:00,658,$10832.85,1,19465
1999-08-15 00:00:00,658,$10832.85,1,20018
1999-08-15 00:00:00,658,$10832.85,1,44260
1999-08-15 00:00:00,658,$10832.85,1,46392
1999-08-15 00:00:00,658,$10832.85,1,48146
1999-08-15 00:00:00,658,$10832.85,1,52655
1999-08-15 00:00:00,658,$10832.85,1,60103
1999-08-15 00:00:00,658,$10832.85,1,60438
1999-08-15 00:00:00,658,$10832.85,1,64029
1999-08-15 00:00:00,658,$10832.85,1,67205
1999-08-15 00:00:00,658,$10832.85,1,73541
1999-08-15 00:00:00,663,$9185.40,1,18505
1999-08-15 00:00:00,663,$9185.40,1,19055
1999-08-15 00:00:00,663,$9185.40,1,22657
1999-08-15 00:00:00,663,$9185.40,1,32118
1999-08-15 00:00:00,663,$9185.40,1,41076
1999-08-15 00:00:00,663,$9185.40,1,44224
1999-08-15 00:00:00,663,$9185.40,1,49456
1999-08-15 00:00:00,663,$9185.40,1,54313
1999-08-15 00:00:00,663,$9185.40,1,54650
1999-08-15 00:00:00,663,$9185.40,1,77066
1999-08-15 00:00:00,663,$9185.40,1,85306
1999-08-15 00:00:00,663,$9185.40,1,85635
1999-08-15 00:00:00,663,$9364.95,1,94568
1999-08-15 00:00:00,676,$9623.25,1,02062
1999-08-15 00:00:00,676,$9623.25,1,07662
1999-08-15 00:00:00,676,$9623.25,1,08096
1999-08-15 00:00:00,676,$9623.25,1,10606
1999-08-15 00:00:00,676,$9623.25,1,12553
1999-08-15 00:00:00,676,$9623.25,1,12901
1999-08-15 00:00:00,676,$9623.25,1,13820
1999-08-15 00:00:00,676,$9623.25,1,15904
1999-08-15 00:00:00,676,$9623.25,1,17042
1999-08-15 00:00:00,676,$9623.25,1,17111
1999-08-15 00:00:00,676,$9623.25,1,17601
1999-08-15 00:00:00,676,$9623.25,1,19804
1999-08-15 00:00:00,676,$9623.25,1,19807
1999-08-15 00:00:00,676,$9623.25,1,20744
1999-08-15 00:00:00,676,$9623.25,1,21225
1999-08-15 00:00:00,676,$9623.25,1,23451
1999-08-15 00:00:00,676,$9308.25,1,24201
1999-08-15 00:00:00,676,$9623.25,1,24502
1999-08-15 00:00:00,676,$9623.25,1,28443
1999-08-15 00:00:00,676,$9623.25,1,29414
1999-08-15 00:00:00,676,$9623.25,1,30328
1999-08-15 00:00:00,676,$9623.25,1,32771
1999-08-15 00:00:00,676,$9623.25,1,33334
1999-08-15 00:00:00,676,$9623.25,1,34239
1999-08-15 00:00:00,676,$9623.25,1,37617
1999-08-15 00:00:00,676,$9623.25,1,37912
1999-08-15 00:00:00,676,$9623.25,1,43566
1999-08-15 00:00:00,676,$9623.25,1,44023
1999-08-15 00:00:00,676,$9623.25,1,44203
1999-08-15 00:00:00,676,$9623.25,1,44255
1999-08-15 00:00:00,676,$9623.25,1,44484
1999-08-15 00:00:00,676,$9623.25,1,46613
1999-08-15 00:00:00,676,$9623.25,1,47712
1999-08-15 00:00:00,676,$9623.25,1,48150
1999-08-15 00:00:00,676,$9623.25,1,48317
1999-08-15 00:00:00,676,$9623.25,1,48438
1999-08-15 00:00:00,676,$9623.25,1,49006
1999-08-15 00:00:00,676,$9623.25,1,54017
1999-08-15 00:00:00,676,$9623.25,1,54115
1999-08-15 00:00:00,676,$9623.25,1,54217
1999-08-15 00:00:00,676,$9623.25,1,54868
1999-08-15 00:00:00,676,$9623.25,1,55408
1999-08-15 00:00:00,676,$9623.25,1,55972
1999-08-15 00:00:00,676,$9623.25,1,57401
1999-08-15 00:00:00,676,$9623.25,1,58701
1999-08-15 00:00:00,676,$9623.25,1,60046
1999-08-15 00:00:00,676,$9623.25,1,60450
1999-08-15 00:00:00,676,$9623.25,1,60561
1999-08-15 00:00:00,676,$9623.25,1,60660
1999-08-15 00:00:00,676,$9623.25,1,60960
1999-08-15 00:00:00,676,$9623.25,1,61364
1999-08-15 00:00:00,676,$9623.25,1,61536
1999-08-15 00:00:00,676,$9623.25,1,62810
1999-08-15 00:00:00,676,$19246.50,2,63122
1999-08-15 00:00:00,676,$9623.25,1,68467
1999-08-15 00:00:00,676,$9623.25,1,68701
1999-08-15 00:00:00,676,$9623.25,1,72601
1999-08-15 00:00:00,676,$9623.25,1,75479
1999-08-15 00:00:00,676,$9623.25,1,75701
1999-08-15 00:00:00,676,$9623.25,1,75801
1999-08-15 00:00:00,676,$9623.25,1,76367
1999-08-15 00:00:00,676,$9623.25,1,78233
1999-08-15 00:00:00,676,$9623.25,1,82501
1999-08-15 00:00:00,676,$9623.25,1,82716
1999-08-15 00:00:00,676,$9623.25,1,85022
1999-08-15 00:00:00,676,$9623.25,1,85308
